ICD-10	ICD-10_group	disease_control_number	disease_name
D899		20102601	ＴＡＦＲＯ症候群
Q872		20050382	ＴＡＲ症候群
E078		20050384	ＴＢＧ異常症
E078		20050385	ＴＢＧ欠損症
E078		20050386	ＴＢＧ増多症
E078		20050387	ＴＢＧ低下症
C910		20098223	ＴＥＬ－ＡＭＬ１陽性Ｂリンパ芽球性白血病
C910		20098217	ＴＥＬ－ＡＭＬ１陽性Ｂリンパ芽球性白血病／リンパ腫
C835		20098225	ＴＥＬ－ＡＭＬ１陽性Ｂリンパ芽球性リンパ腫
S668		20086914	ＴＦＣＣ損傷
D898		20100459	ＴＮＦ受容体関連周期性症候群
Q799		20103452	ＴＲＰＶ４異常症
D352		20050392	ＴＳＨ産生下垂体腺腫
E078		20084092	ＴＳＨ受容体異常症
E230		20050394	ＴＳＨ単独欠損症
A301		20050395	ＴＴ型ハンセン病
E274	Q395	20100542	ＴｒｉｐｌｅＡ症候群
T869		20102231	Ｔ細胞関連型拒絶反応
D477	Y838	20099659	Ｔ細胞性移植後リンパ増殖性疾患
C916		20098042	Ｔ細胞性前リンパ球白血病
C917		20098047	Ｔ細胞性大顆粒リンパ球白血病
C833		20098363	Ｔ細胞組織球豊富型大細胞型Ｂ細胞性リンパ腫
C844		20050398	Ｔゾーンリンパ腫
C910		20098279	Ｔリンパ芽球性白血病
C910		20098276	Ｔリンパ芽球性白血病／リンパ腫
C835		20098282	Ｔリンパ芽球性リンパ腫
Q872		20100928	ＶＡＴＥＲ症候群
T857		20093551	ＶＡシャント感染症
T850		20092985	ＶＡシャント機能不全
C254		20092662	ＶＩＰ産生腫瘍
E713		20097789	ＶＬＣＡＤ欠損症
T857		20093552	ＶＰシャント感染症
T850		20092983	ＶＰシャント機能不全
H501		20050403	Ｖ型外斜視
K073		20050404	Ｖ型歯列弓
H500		20086900	Ｖ型内斜視
I456		20050405	ＷＰＷ症候群
T888		20087967	Ｗタイプ拡大装置破損
T888		20086976	Ｗタイプ拡大装置不適合
Q969		20050408	ＸＯ症候群
Q971		20050410	ＸＸＸＸＸ症候群
Q981		20050411	ＸＸＸＸＹ症候群
Q971		20050412	ＸＸＸＸ症候群
Q970		20050413	ＸＸＸ症候群
Q980		20050414	ＸＸＹ症候群
D805		20095388	Ｘ連鎖高ＩｇＭ症候群
D821		20095389	Ｘ連鎖重症複合免疫不全症
Q039		20101435	Ｘ連鎖性遺伝性水頭症
Q801		20101128	Ｘ連鎖性劣性魚鱗癬
D800		20095390	Ｘ連鎖無ガンマグロブリン血症
D823		20095391	Ｘ連鎖リンパ増殖症候群
D818		20095392	ＺＡＰ－７０欠損症
K010		20050421	ｅｍｂｅｄｄｅｄ埋伏歯
A521	H580	20084187	アーガイル・ロバートソン瞳孔
Q871		20050740	アースコグ症候群
Q070		20050741	アーノルド・キアリ奇形
Q878		20083716	アイカルディ症候群
G711		20092961	アイザックス症候群
F942		20053888	愛情欠如精神病質
I278		20050748	アイゼンメンゲル症候群
K567		20053808	亜イレウス
L946		20050749	アインフム
B338		20050750	アウジェスキー病
E618		20053809	亜鉛欠乏症
E618	L308	20102594	亜鉛欠乏性皮膚炎
D538		20102596	亜鉛欠乏性貧血
E618	R432	20102595	亜鉛欠乏性味覚障害
E832		20053810	亜鉛代謝障害
T565		20085868	亜鉛中毒
Q828		20086040	青色ゴムまり様母斑症候群
L981		20097636	アカツキ病
R232		20050425	あから顔
B601	H192	20050754	アカントアメーバ角膜炎
B601		20050755	アカントアメーバ症
K704		20053813	亜急性アルコール性肝不全
H651		20053814	亜急性アレルギー性中耳炎
G374		20053826	亜急性壊死性脊髄炎
G951		20084839	亜急性壊死性ミエロパチー
K358		20053823	亜急性化膿性虫垂炎
B179		20053832	亜急性肝炎
M1399		20053833	亜急性関節炎
F058		20053830	亜急性感染症性精神病
I330		20053831	亜急性感染性心内膜炎
J209		20053836	亜急性気管支炎
F058		20053835	亜急性器質精神症候群
F058		20053834	亜急性器質性反応
K550		20053837	亜急性虚血性大腸炎
H651		20053839	亜急性血性中耳炎
H103		20053838	亜急性結膜炎
A811		20053842	亜急性硬化性全脳炎
H200		20053865	亜急性虹彩炎
H200		20053866	亜急性虹彩毛様体炎
E061		20053840	亜急性甲状腺炎
M8629		20053844	亜急性骨髄炎
I330		20053846	亜急性細菌性心内膜炎
I301		20053847	亜急性細菌性心膜炎
F448		20053848	亜急性錯乱状態
G361		20053849	亜急性出血性白質脳炎
H651		20053881	亜急性漿液ムチン性中耳炎
G319		20053850	亜急性小脳変性症
I339		20053854	亜急性心内膜炎
K859		20053882	亜急性膵炎
H200		20053859	亜急性前部ぶどう膜炎
K36		20053862	亜急性虫垂炎
F058		20053867	亜急性脳症候群
L931		20053870	亜急性皮膚エリテマトーデス
H651		20053815	亜急性ムコイド中耳炎
H200		20053873	亜急性毛様体炎
L282		20094596	亜急性痒疹
I891		20053817	亜急性リンパ管炎
H043		20079382	亜急性涙のう炎
A242		20053877	亜急性類鼻疽
K600		20053878	亜急性裂肛
E538	G320	20079712	亜急性連合性脊髄変性症
M7666		20050761	アキレス腱炎
M7666		20050763	アキレス腱滑液包炎
S860		20050765	アキレス腱筋腱移行部断裂
M6596		20050779	アキレス腱腱鞘炎
S860		20050766	アキレス腱挫傷
S860		20050767	アキレス腱挫創
M7666		20050768	アキレス腱周囲炎
S860		20050769	アキレス腱切創
S860		20050772	アキレス腱断裂
M7666		20050773	アキレス腱痛
M7666		20050776	アキレス腱付着部痛
M6526		20050777	アキレス腱部石灰化症
S860		20050778	アキレス腱部分断裂
M6506		20050760	アキレス周囲膿瘍
R64		20053890	悪液質
K140		20053891	悪液質アフタ
C254		20053897	悪性インスリノーマ
C411		20053898	悪性エナメル上皮腫
C751		20087438	悪性下垂体腫瘍
C741		20053911	悪性褐色細胞腫
C499		20053975	悪性顆粒細胞腫
M0530		20053916	悪性関節リウマチ
C499		20053915	悪性間葉腫
H602		20053907	悪性外耳炎
C254		20097791	悪性ガストリノーマ
C809		20053917	悪性奇形腫
C37		20053919	悪性胸腺腫
C450		20087439	悪性胸膜中皮腫
C254		20097792	悪性グルカゴノーマ
C499		20053900	悪性グロームス腫瘍
C499		20053922	悪性血管外皮腫
I10		20053925	悪性高血圧症
C73		20053924	悪性甲状腺腫
R509		20053926	悪性高熱症
C439		20053928	悪性黒色腫
C419		20103353	悪性骨巨細胞腫
C419		20053929	悪性骨腫瘍
C809		20053934	悪性腫瘍
C809	M360	20100692	悪性腫瘍合併皮膚筋炎
C809	D630	20053935	悪性腫瘍に伴う貧血
G210		20053941	悪性症候群
C716		20099608	悪性小脳腫瘍
C719		20053944	悪性神経膠腫
C452		20087440	悪性心膜中皮腫
C383		20053940	悪性縦隔腫瘍
I129	N26	20053945	悪性腎硬化症
C254		20053974	悪性膵内分泌腫瘍
C709		20053947	悪性髄膜腫
C720		20053950	悪性脊髄腫瘍
C701		20053951	悪性脊髄髄膜腫
C499		20053952	悪性線維性組織球腫
C968		20053953	悪性組織球症
C968	M361	20053954	悪性組織球症性関節症
C254		20093011	悪性ソマトスタチノーマ
C181		20053958	悪性虫垂粘液瘤
C459		20053957	悪性中皮腫
C620		20087441	悪性停留精巣
C752		20087442	悪性頭蓋咽頭腫
C499		20101323	悪性軟部腫瘍
C700		20087443	悪性脳室髄膜腫
C719		20053962	悪性脳腫瘍
C700		20053963	悪性脳髄膜腫
C962		20053965	悪性肥満細胞腫
D510		20053967	悪性貧血
C451		20087444	悪性腹膜中皮腫
C755		20099705	悪性傍神経節腫
C479		20095019	悪性末梢神経鞘腫
C509		20087445	悪性葉状腫瘍
C809		20103355	悪性ラブドイド腫瘍
H402		20053971	悪性緑内障
C859		20053902	悪性リンパ腫
C795		20090752	悪性リンパ腫骨髄浸潤
T888		20087968	アクチバトール破損
T888		20086977	アクチバトール不適合
R068		20050426	あくび
F515		20053977	悪夢
C947		20098055	アグレッシブＮＫ細胞白血病
Q142		20090172	朝顔症候群
J661		20076195	麻服仕立工病
Q825		20050427	あざ
Q731		20050428	あざらし肢症
R02		20068681	足壊疽
M7967		20068679	足炎
S913		20068682	足開放創
M7757		20079497	足滑液のう炎
M7107		20079495	足化膿性滑液のう炎
B353		20068689	足汗疱状白癬
I803		20068765	足血栓性静脈炎
S913		20068776	足挫創
L309		20068795	足湿疹
T932		20068898	足踵部骨折後遺症
M928		20068796	足若年性骨軟骨症
L899		20068893	足褥瘡
S936		20068674	足ストレイン
D227		20099351	足青色母斑
S913		20084939	足切創
S984		20068804	足切断
S999		20068805	足損傷
T251		20090758	足第１度熱傷
T252		20090762	足第２度熱傷
T253		20090760	足第３度熱傷
T139		20068808	足陳旧性挫傷
B351		20068811	足爪白癬
T355		20068836	足凍傷
E872		20050786	アシドーシス
R268		20068672	足どり不安定
T250		20068839	足熱傷
S9271		20085707	足の多発開放骨折
S9270		20068673	足の多発骨折
B353		20084000	足白癬
D227		20092205	足扁平母斑
L031		20068888	足蜂巣炎
R224		20068886	足母趾腫瘤
D227		20092097	足母斑
D227		20092184	足母斑細胞母斑
E259		20050787	アシャール・チール症候群
S9221		20085692	足立方骨開放骨折
S9220		20068889	足立方骨骨折
S9220		20068890	足立方骨剥離骨折
A000		20050788	アジアコレラ
B488		20050789	アジアスピロミセス症
E271		20050794	アジソン病
E771		20095393	アスパルチルグルコサミン尿症
L508	Y451	20100043	アスピリンじんま疹
J451		20050799	アスピリン喘息
T390		20099373	アスピリン中毒
T887	Y451	20100039	アスピリン不耐症
F845		20050801	アスペルガー症候群
B449		20079663	アスペルギルス腫
B449		20050803	アスペルギルス症
B448	H622	20050804	アスペルギルス症性外耳炎
T391	X40	20092667	アセトアミノフェン中毒
R798		20050807	アセトン血症
R11		20050808	アセトン血性嘔吐症
R824		20050810	アセトン尿症
T888		20089172	アタッチメント脱離
T888		20050812	アタッチメント破損
T888		20086978	アタッチメント不適合
B850		20071609	頭じらみ症
Q780		20050813	アダイア・ダイトン症候群
T143		20053884	亜脱臼
M992		20053885	亜脱臼性神経管狭窄症
M996		20053886	亜脱臼性椎間孔狭窄症
I459		20050815	アダムス・ストークス症候群
I459		20050816	アダムス・ストークス発作
M4859		20053987	圧潰脊椎
B550		20050817	アッサム熱
Q878		20090293	アッシャー症候群
N856		20050818	アッシャーマン症候群
O310		20053984	圧縮胎児
R529		20053986	圧痛
Q671		20053989	圧迫顔面
T1420		20053990	圧迫骨折
T144		20053992	圧迫神経炎
L899		20053996	圧迫性潰瘍
G049		20053995	圧迫性脊髄炎
Q411		20050820	アップルピール症候群
T941		20053978	圧挫後遺症
T147		20053979	圧挫傷
T147		20053981	圧挫創
R258		20050821	アテトーシス
G803		20050822	アテトーシス型脳性麻痺
L720		20050823	アテローム
L720		20050824	アテローム化膿
I633		20086733	アテローム血栓性脳梗塞
I633		20095945	アテローム血栓性脳梗塞・急性期
I633		20095946	アテローム血栓性脳梗塞・慢性期
I709		20050829	アテローム動脈硬化症
H570		20050833	アディー瞳孔
E798		20102664	アデニンホスホリボシルトランスフェラーゼ欠損症
J350		20050836	アデノイド咽頭炎
J358		20050837	アデノイド増殖症
J352		20050838	アデノイド肥大
J350		20050839	アデノイド扁桃炎
J028	B970	20093750	アデノウイルス咽頭炎
B340		20050840	アデノウイルス感染症
B301	H131	20083838	アデノウイルス結膜炎
A871	G020	20050841	アデノウイルス髄膜炎
A851	G051	20050842	アデノウイルス髄膜脳炎
A851	G051	20050847	アデノウイルス脊髄炎
A082		20093754	アデノウイルス腸炎
A851	G051	20050848	アデノウイルス脳炎
A851	G051	20050849	アデノウイルス脳脊髄炎
J120		20050850	アデノウイルス肺炎
J038	B970	20093752	アデノウイルス扁桃炎
G403		20050853	アトニー性非特異性てんかん発作
R05		20099665	アトピー咳嗽
H104	L209	20098982	アトピー性角結膜炎
L539	L209	20097411	アトピー性紅皮症
L209		20050858	アトピー性湿疹
L208		20050859	アトピー性神経皮膚炎
G048		20101081	アトピー性脊髄炎
J450		20050861	アトピー性喘息
H268		20100783	アトピー性白内障
L209		20050860	アトピー性皮膚炎
L988		20093023	アトピー皮膚
I427	Y433	20050863	アドリアマイシン心筋症
T782		20095284	アナフィラキシー
T782		20092415	アナフィラキシーショック
D690		20084221	アナフィラクトイド紫斑
B810		20050870	アニサキス症
B810		20050871	アニサキス幼虫感染症
T653		20050873	アニリン中毒
E831		20050874	アノー・ショパール症候群
B085		20050880	アフタ性アンギナ
B085		20050881	アフタ性咽頭炎
K120		20050882	アフタ性口内炎
T64		20050884	アフラトキシン中毒
B395		20050892	アフリカ型ヒストプラスマ症
A771		20050885	アフリカだにチフス
B569		20050886	アフリカトリパノソーマ症
B569	G028	20050887	アフリカトリパノソーマ症髄膜炎
B569	G052	20050888	アフリカトリパノソーマ症脊髄炎
B569	G052	20050889	アフリカトリパノソーマ症脳炎
B569	G052	20050890	アフリカトリパノソーマ症脳脊髄炎
G403		20050893	アブサンス
F182		20050895	アブシント血症
F182		20050896	アブシント中毒症
G111		20095396	アプラタキシン欠損症
F112		20050897	アヘン中毒
F110		20092466	アヘン類使用による急性精神・行動障害
Q870		20050898	アペール症候群
L752		20050899	アポクリン汗疹
L759		20050900	アポクリン汗腺の障害
D239		20100784	アポクリン汗のう腫
C449		20101690	アポクリン腺癌
T888		20088758	アマルガム過高
T888		20088759	アマルガム粗造
T888		20088761	アマルガム脱離
T888		20088762	アマルガム低位
T888		20088764	アマルガム破損
T888		20088765	アマルガム不適合
T428		20050901	アマンタジン中毒
E729		20050902	アミノ酸異常
E729		20050903	アミノ酸欠乏症
D530		20050904	アミノ酸欠乏性貧血
E729		20050905	アミノ酸代謝異常症
E729		20050907	アミノ酸尿症
E743		20103602	アミラーゼ欠損症
T513		20050910	アミルアルコール中毒
E859		20050911	アミロイドーシス
E854	M144	20050912	アミロイドーシス関節炎
E859	H420	20050913	アミロイドーシス緑内障
E854	G990	20050922	アミロイド性自律神経ニューロパチー
E854	L990	20050925	アミロイド苔癬
E851		20050915	アミロイドニューロパチー
E851	G633	20050917	アミロイドポリニューロパチー
A069		20050926	アメーバ症
A065		20050927	アメーバ症性呼吸器障害
A064	K770	20050929	アメーバ性肝膿瘍
A068	N512	20050930	アメーバ性亀頭炎
A068		20050933	アメーバ性虫垂炎
A063		20050934	アメーバ性肉芽腫
B608	G052	20050935	アメーバ性肉芽腫性脳炎
A066	G07	20050936	アメーバ性脳膿瘍
A065	J998	20050937	アメーバ性肺膿瘍
A062		20050939	アメーバ性非赤痢性大腸炎
A067		20050938	アメーバ性皮膚潰瘍
A060		20050940	アメーバ赤痢
B761		20050944	アメリカ鉤虫症
B572		20050941	アメリカトリパノソーマ症
Q447		20050947	アラジール症候群
G378		20101042	アラン・ハーンドン・ダドリー症候群
Q043	Q615	20100316	有馬症候群
E702		20050948	アルカプトン尿症
E702	M145	20098121	アルカプトン尿性関節症
E873		20050950	アルカリ血症
L245		20100920	アルカリ刺激性接触皮膚炎
K20		20050951	アルカリ性食道炎
E873		20050952	アルカリ尿症
T304		20050954	アルカリ腐蝕
R748		20050949	アルカリホスファターゼ値異常
E873		20050955	アルカローシス
E722		20092671	アルギニノコハク酸尿症
F102		20050959	アルコール依存症
F105		20050961	アルコール幻覚症
K292		20050971	アルコール性胃炎
K701		20050972	アルコール性肝炎
K703		20050975	アルコール性肝硬変
K703	I982	20096775	アルコール性肝硬変に伴う食道静脈瘤
K703	I983	20102610	アルコール性肝硬変に伴う食道静脈瘤出血
K709		20050976	アルコール性肝疾患
K709		20050977	アルコール性肝障害
K702		20050978	アルコール性肝線維症
K704		20050979	アルコール性肝不全
K852		20095990	アルコール性急性膵炎
E244		20050980	アルコール性偽性クッシング症候群
F106		20050963	アルコール性コルサコフ症候群
F107		20080688	アルコール性残遺性感情障害
H470		20050983	アルコール性視神経障害
F105		20050984	アルコール性嫉妬
K700		20050982	アルコール性脂肪肝
G312		20050986	アルコール性小脳性運動失調症
I426		20050988	アルコール性心筋症
G701		20050992	アルコール性神経筋障害
F107		20080689	アルコール性持続性認知障害
F105		20050994	アルコール性精神病
F107		20051007	アルコール性躁病
F106		20050998	アルコール性多発性神経炎性精神病
G621		20050996	アルコール性多発ニューロパチー
F107		20080690	アルコール性遅発性精神病性障害
F107		20094409	アルコール性遅発性パーソナリティ障害
F107		20087298	アルコール性認知症
G312		20051000	アルコール性脳症
F107		20051001	アルコール性脳症候群
G312		20051002	アルコール性脳変性
F107		20080686	アルコール性フラッシュバック
E52		20050969	アルコール性ペラグラ
K860		20051005	アルコール性慢性膵炎
G721		20084823	アルコール性ミオパチー
F105		20051006	アルコール性妄想
F100		20102089	アルコール中毒せん妄
G405		20050957	アルコールてんかん
T519		20050958	アルコールの毒作用
F101		20051011	アルコール乱用
F103		20080685	アルコール離脱状態
F104		20102091	アルコール離脱せん妄
A960		20051014	アルゼンチン出血熱
D720		20051015	アルダー異常
G300	F000	20087312	アルツハイマー型初老期認知症
G309	F009	20087316	アルツハイマー型認知症
G308	F002	20087315	アルツハイマー型非定型認知症
G301	F001	20087314	アルツハイマー型老年認知症
G309		20051022	アルツハイマー病
E274		20103349	アルドステロン合成酵素欠損症
D441		20051025	アルドステロン産生腫瘍
G318		20086793	アルパース病
E880		20051030	アルファ－アンチトリプシン欠損症
E880		20100930	α１－アンチトリプシン欠乏症
E880		20051032	アルファ２マクログロブリン欠損症
D560		20051034	アルファサラセミア
C883		20097794	アルファ重鎖病
